authors,paperId,title,venue,year,no_citations,abstract
"B. Park, Wook Lee, Kyungsook Han",6e65c49ca89c06f78a9c74f03e3d0ece5e054c7f,Modeling the interactions of Alzheimer-related genes from the whole brain microarray data and diffusion tensor images of human brain,BMC Bioinformatics,2012,15,
"Zemin Ren, Chuanjiang He, Meng Li",cc823fbc5068410ea7dddbffb8fde382ae63b3d1,Fractional-order bidirectional diffusion for image up-sampling,J. Electronic Imaging,2012,10,"Following the recently proposed total variation (TV) up-sampling method, we present a novel image up-sampling algorithm based on fractional-order bidirectional diffusion. For the bidirectional diffusion, the forward diffusion occurs on the light side of edge, while the backward diffusion proceeds on the dark side. This bidirectional diffusion can reduce the edge width and avoid the appearances of false edge or texture and block effects. Moreover, the fractional-order derivative is used to avoid strong contrast near the edge in the interpolated images. The experiments show that, unlike the TV up-sampling (TVUP) method, the proposed algorithm does not suffer from the drift of edges, block effect in the smooth regions, false edges, and false texture."
"F. Laun, T. Kuder",2d0635be9f1779198bf61dd15ab2527acbcbdd5e,Diffusion pore imaging with generalized temporal gradient profiles.,Magnetic Resonance Imaging,2012,9,
"Pei Zhang, M. Niethammer, D. Shen, P. Yap",9ea4136d6eaac995291db71ed288468eaee4dd72,Large Deformation Diffeomorphic Registration of Diffusion-Weighted Images,International Conference on Medical Image Computing and Computer-Assisted Intervention,2012,8,
"P. Yap, D. Shen",94d9bda663de0726b47f35043389f13ff67fb990,Resolution Enhancement of Diffusion-Weighted Images by Local Fiber Profiling,International Conference on Medical Image Computing and Computer-Assisted Intervention,2012,4,
"J. Sakamoto, Yoshinori Sasaki, M. Otonari-Yamamoto, K. Nishikawa, T. Sano",ea0544841fab3397e90b9683248f53dccaebe7b5,Diffusion-weighted imaging of the head and neck with HASTE: influence of imaging parameters on image quality,Oral Radiology/Springer,2012,4,
"A. Shabani, J. Zelek, David A Clausi",ddde73cf6397edd0b443cd322df5b740080b5f0d,Regularized Gradient Kernel Anisotropic Diffusion for Better Image Filtering,2012 Ninth Conference on Computer and Robot Vision,2012,3,"This paper proposes an extension to anisotropic diffusion filtering for a better preservation of semantically meaningful structures such as edges in an image in its smoothing/denoising process. The problem of separation of the gradients due to edges and the gradients due to noise is formulated as a nonlinearly separable classification problem. More specifically, the spatially-regularized image gradient is mapped to a higher dimensional Reproducing Kernel Hilbert Space (RKHS) in which the gradients of the edges from those of noise can be readily separated. This proper discrimination of edges prevents the filter from blurring the edges, while smoothing the image. Compared to the existing anisotropic filters, the proposed method improves the denoising and smoothing of an image on both synthetic and real images."
"R. Giot, C. Charrier, M. Descoteaux",61878853f5a21357eb47183899c20a114665c912,Local water diffusion phenomenon clustering from high angular resolution diffusion imaging (HARDI),International Conference on Pattern Recognition,2012,0,"The understanding of neurodegenerative diseases undoubtedly passes through the study of human brain white matter fiber tracts. To date, diffusion magnetic resonance imaging (dMRI) is the unique technique to obtain information about the neural architecture of the human brain, thus permitting the study of white matter connections and their integrity. However, a remaining challenge of the dMRI community is to better characterize complex fiber crossing configurations, where diffusion tensor imaging (DTI) is limited but high angular resolution diffusion imaging (HARDI) now brings solutions. This paper investigates the development of both identification and classification process of the local water diffusion phenomenon based on HARDI data to automatically detect imaging voxels where there are single and crossing fiber bundle populations. The technique is based on knowledge extraction processes and is validated on a dMRI phantom dataset with ground truth."
"Bruno Brandoli Machado, W. Gonçalves, O. Bruno",b22d7835eda81685f604ae3018477f7e7550d72b,Image decomposition with anisotropic diffusion applied to leaf-texture analysis,ArXiv,2012,0,"Texture analysis is an important field of investigation that has received a great deal of interest from computer vision community. In this paper, we propose a novel approach for texture modeling based on partial differential equation (PDE). Each image $f$ is decomposed into a family of derived sub-images. $f$ is split into the $u$ component, obtained with anisotropic diffusion, and the $v$ component which is calculated by the difference between the original image and the $u$ component. After enhancing the texture attribute $v$ of the image, Gabor features are computed as descriptors. We validate the proposed approach on two texture datasets with high variability. We also evaluate our approach on an important real-world application: leaf-texture analysis. Experimental results indicate that our approach can be used to produce higher classification rates and can be successfully employed for different texture applications."
"B. Turkbey, V. Shah, Y. Pang, M. Bernardo, Sheng Xu, J. Kruecker, J. Locklin, A. Baccala, A. Rastinehad, M. Merino, J. Shih, B. Wood, P. Pinto, P. Choyke",1b4a5d3815ff9894f2d14bcbcc4d0d6f939e42d6,Is apparent diffusion coefficient associated with clinical risk scores for prostate cancers that are visible on 3-T MR images?,Radiology,2011,335,"PURPOSE
To investigate whether apparent diffusion coefficients (ADCs) derived from diffusion-weighted (DW) magnetic resonance (MR) imaging at 3 T correlate with the clinical risk of prostate cancer in patients with tumors that are visible on MR images, with MR imaging/transrectal ultrasonography (US) fusion-guided biopsy as a reference.


MATERIALS AND METHODS
Forty-eight consecutive patients (median age, 60 years; median serum prostate-specific antigen value, 6.3 ng/mL) who underwent DW imaging during 3-T MR imaging with an endorectal coil were included in this retrospective institutional review board-approved study, and informed consent was obtained from each patient. Patients underwent targeted MR imaging/transrectal US fusion-guided prostate biopsy. Mean ADCs of cancerous target tumors were correlated with Gleason and D'Amico clinical risk scores. The true risk group rate and predictive value of the mean ADC for classifying a tumor by its D'Amico clinical risk score was determined by using linear discriminant and receiver operating characteristic analyses.


RESULTS
A significant negative correlation was found between mean ADCs of tumors in the peripheral zone and their Gleason scores (P = .003; Spearman ρ = -0.60) and D'Amico clinical risk scores (P < .0001; Spearman ρ = -0.69). ADC was found to distinguish tumors in the peripheral zone with intermediate to high clinical risk from those with low clinical risk with a correct classification rate of 0.73.


CONCLUSION
There is a significant negative correlation between ADCs and Gleason and D'Amico clinical risk scores. ADCs may therefore be useful in predicting the aggressiveness of prostate cancer.


SUPPLEMENTAL MATERIAL
http://radiology.rsna.org/lookup/suppl/doi:10.1148/radiol.10100667/-/DC1."
Mohammad Reza Hajiaboli,49cdb6f40ce905f5fffe9ce2db35f4a9cd78767b,An Anisotropic Fourth-Order Diffusion Filter for Image Noise Removal,International Journal of Computer Vision,2011,139,
"R. Duits, E. Franken",7e59c348bd510799675d67b8d2aa5ce5f7d4e07a,Left-Invariant Diffusions on the Space of Positions and Orientations and their Application to Crossing-Preserving Smoothing of HARDI images,International Journal of Computer Vision,2011,96,
"G. Kumar, K. Bagan, N. Sriraam",dcb093fec9aecb93c562628234a44b87aee4189c,Image Encryption Based on Diffusion and Multiple Chaotic Maps,ArXiv,2011,83,"In the recent world, security is a prime important issue, and encryption is one of the best alternative way to ensure security. More over, there are many image encryption schemes have been proposed, each one of them has its own strength and weakness. This paper presents a new algorithm for the image encryption/decryption scheme. This paper is devoted to provide a secured image encryption technique using multiple chaotic based circular mapping. In this paper, first, a pair of sub keys is given by using chaotic logistic maps. Second, the image is encrypted using logistic map sub key and in its transformation leads to diffusion process. Third, sub keys are generated by four different chaotic maps. Based on the initial conditions, each map may produce various random numbers from various orbits of the maps. Among those random numbers, a particular number and from a particular orbit are selected as a key for the encryption algorithm. Based on the key, a binary sequence is generated to control the encryption algorithm. The input image of 2-D is transformed into a 1- D array by using two different scanning pattern (raster and Zigzag ) and then divided into various sub blocks. Then the position permutation and value permutation is applied to each binary matrix based on multiple chaos maps. Finally the receiver uses the same sub keys to decrypt the encrypted images. The salient features of the proposed image encryption method are loss-less, good peak signal –to noise ratio (PSNR), Symmetric key encryption, less cross correlation, very large number of secret keys, and key-dependent pixel value replacement."
"Markus Mainberger, Andrés Bruhn, J. Weickert, S. Forchhammer",1a4558db489d122d21d38f952fdc633fda301321,Edge-based compression of cartoon-like images with homogeneous diffusion,Pattern Recognition,2011,77,
"M. Janev, S. Pilipovic, T. Atanacković, R. Obradovic, N. Ralević",d32fd1e3242035c64b338a2c5325cd91c359c0a6,Fully fractional anisotropic diffusion for image denoising,Mathematical and computer modelling,2011,62,
"A. Rosenkrantz, L. Mannelli, X. Kong, Ben E. Niver, Douglas S. Berkman, J. Babb, J. Melamed, S. Taneja",15c79f222433c38d6c426b7156ef39b2c8bf0d52,Prostate cancer: Utility of fusion of T2‐weighted and high b‐value diffusion‐weighted images for peripheral zone tumor detection and localization,Journal of Magnetic Resonance Imaging,2011,59,To retrospectively assess the utility of fusion of T2‐weighted images (T2WI) and high b‐value diffusion‐weighted images (DWI) for prostate cancer detection and localization.
"P. Bazin, Chuyang Ye, J. Bogovic, N. Shiee, D. Reich, Jerry L Prince, D. Pham",a14401e3e65143da5ec9d7bdbf5b9efa91debd9b,Direct segmentation of the major white matter tracts in diffusion tensor images,NeuroImage,2011,57,
"P. Guidotti, K. Longo",25c40a16830d47a18ae182ed9438c1cb8e6f577c,Two Enhanced Fourth Order Diffusion Models for Image Denoising,Journal of Mathematical Imaging and Vision,2011,52,
"A. Goh, C. Lenglet, P. Thompson, R. Vidal",5390a8910a8da41c05cfdb075f8e77fc9bd9ecd8,A nonparametric Riemannian framework for processing high angular resolution diffusion images and its applications to ODF-based morphometry,NeuroImage,2011,51,
"A. Rosenkrantz, X. Kong, B. Niver, D. S. Berkman, J. Melamed, J. Babb, S. Taneja",23bd8320c19b27c007c5aea15aead18ee4b72a13,Prostate cancer: comparison of tumor visibility on trace diffusion-weighted images and the apparent diffusion coefficient map.,AJR. American journal of roentgenology,2011,44,"OBJECTIVE
The purpose of our study was to compare the visibility of prostate cancer on trace diffusion-weighted (DW) images and the apparent diffusion coefficient (ADC) map.


MATERIALS AND METHODS
In this retrospective study, 45 patients with prostate cancer underwent preoperative MRI, including DW imaging (DWI) (b values 0, 500, and 1,000 s/mm(2)). A single observer reviewed the images in conjunction with tumor maps constructed from prostatectomy. For 132 peripheral zone (PZ) tumor foci, the visibility and contrast relative to benign PZ were recorded for T2-weighted imaging, trace DWI b500 images, trace DWI b1,000 images, and ADC maps. Trace DWI b1,000 images and ADC maps were compared in terms of Gleason score, size, normalized T2 signal intensity, ADC, and normalized ADC of visible tumors.


RESULTS
For each image set, the percentage of visible tumor foci and contrast relative to benign PZ were as follows: T2-weighted imaging, 80.3% and 0.411; trace DWI b500, 26.5% and 0.131; trace DWI b1,000, 46.2% and 0.119; and ADC maps, 62.1% and 0.309. Forty-seven tumor foci were visible on both trace DWI b1,000 images and ADC maps, 14 only on trace DWI b1,000 images, 35 only on ADC maps, and 36 on neither image set. There was no significant difference in Gleason score, size, normalized T2 signal intensity, ADC, or normalized ADC between tumors visible only on trace DWI b1,000 images and those visible only on ADC maps.


CONCLUSION
Given a greater proportion of tumors visible on the ADC map than trace DWI and greater contrast relative to benign PZ on the ADC map, we suggest that, when performing DWI of the prostate, careful attention be given to the ADC map for tumor identification."
"T. Tarvainen, V. Kolehmainen, S. Arridge, J. Kaipio",fb8ec749720f3d533d3d1204b482480fc7c88121,Image reconstruction in diffuse optical tomography using the coupled radiative transport–diffusion model,,2011,40,
"Zhichang Guo, Jingxue Yin, Qiang Liu",5b7c2de00c48c6f63878b66c83cca42a209b2fb6,On a reaction-diffusion system applied to image decomposition and restoration,Mathematical and computer modelling,2011,33,
"X. Geng, T. Ross, Hong Gu, W. Shin, W. Zhan, Y. Chao, Ching-Po Lin, N. Schuff, Yihong Yang",ca98a7157903afa64bdd1f356464263269592819,Diffeomorphic Image Registration of Diffusion MRI Using Spherical Harmonics,IEEE Transactions on Medical Imaging,2011,29,"Nonrigid registration of diffusion magnetic resonance imaging (MRI) is crucial for group analyses and building white matter and fiber tract atlases. Most current diffusion MRI registration techniques are limited to the alignment of diffusion tensor imaging (DTI) data. We propose a novel diffeomorphic registration method for high angular resolution diffusion images by mapping their orientation distribution functions (ODFs). ODFs can be reconstructed using q-ball imaging (QBI) techniques and represented by spherical harmonics (SHs) to resolve intra-voxel fiber crossings. The registration is based on optimizing a diffeomorphic demons cost function. Unlike scalar images, deforming ODF maps requires ODF reorientation to maintain its consistency with the local fiber orientations. Our method simultaneously reorients the ODFs by computing a Wigner rotation matrix at each voxel, and applies it to the SH coefficients during registration. Rotation of the coefficients avoids the estimation of principal directions, which has no analytical solution and is time consuming. The proposed method was validated on both simulated and real data sets with various metrics, which include the distance between the estimated and simulated transformation fields, the standard deviation of the general fractional anisotropy and the directional consistency of the deformed and reference images. The registration performance using SHs with different maximum orders were compared using these metrics. Results show that the diffeomorphic registration improved the affine alignment, and registration using SHs with higher order SHs further improved the registration accuracy by reducing the shape difference and improving the directional consistency of the registered and reference ODF maps."
"P. Guidotti, K. Longo",d4b4fb5180ee42db1fe1c79f260c1b5a274bb637,Well-posedness for a class of fourth order diffusions for image processing,,2011,21,
"Jing-Ming Guo, J. Tsai",dc294edfa6a5e3dd16eaf2ea4744375069c65211,Data-Hiding in Halftone Images Using Adaptive Noise-Balanced Error Diffusion,IEEE Multimedia,2011,16,The paper discusses a data-hiding approach that embeds a secret pattern into two or more halftone images using adaptive noise balanced error diffusion.
"J. Calder, A. Mansouri, A. Yezzi",c73c5b7d8cf59114832e38958e0451430ce634ff,New Possibilities in Image Diffusion and Sharpening via High-Order Sobolev Gradient Flows,Journal of Mathematical Imaging and Vision,2011,13,
"Xiaoli Sun, Min Li, Weiqiang Zhang",eef0efc17092d0fae2a829560d2574d9b423c0b1,An improved image denoising model based on the directed diffusion equation,Computers and Mathematics with Applications,2011,10,
"J. I. Gonzalez, P. Thompson, Aishan Zhao, Z. Tu",fe4e0a7ebc262a9bf9a4c068999d3951e0c72c3d,Modeling diffusion-weighted MRI as a spatially variant gaussian mixture: application to image denoising.,Medical Physics (Lancaster),2011,7,"PURPOSE
This work describes a spatially variant mixture model constrained by a Markov random field to model high angular resolution diffusion imaging (HARDI) data. Mixture models suit HARDI well because the attenuation by diffusion is inherently a mixture. The goal is to create a general model that can be used in different applications. This study focuses on image denoising and segmentation (primarily the former).


METHODS
HARDI signal attenuation data are used to train a Gaussian mixture model in which the mean vectors and covariance matrices are assumed to be independent of spatial locations, whereas the mixture weights are allowed to vary at different lattice positions. Spatial smoothness of the data is ensured by imposing a Markov random field prior on the mixture weights. The model is trained in an unsupervised fashion using the expectation maximization algorithm. The number of mixture components is determined using the minimum message length criterion from information theory. Once the model has been trained, it can be fitted to a noisy diffusion MRI volume by maximizing the posterior probability of the underlying noiseless data in a Bayesian framework, recovering a denoised version of the image. Moreover, the fitted probability maps of the mixture components can be used as features for posterior image segmentation.


RESULTS
The model-based denoising algorithm proposed here was compared on real data with three other approaches that are commonly used in the literature: Gaussian filtering, anisotropic diffusion, and Rician-adapted nonlocal means. The comparison shows that, at low signal-to-noise ratio, when these methods falter, our algorithm considerably outperforms them. When tractography is performed on the model-fitted data rather than on the noisy measurements, the quality of the output improves substantially. Finally, ventricle and caudate nucleus segmentation experiments also show the potential usefulness of the mixture probability maps for classification tasks.


CONCLUSIONS
The presented spatially variant mixture model for diffusion MRI provides excellent denoising results at low signal-to-noise ratios. This makes it possible to restore data acquired with a fast (i.e., noisy) pulse sequence to acceptable noise levels. This is the case in diffusion MRI, where a large number of diffusion-weighted volumes have to be acquired under clinical time constraints."
"Yuanfang Guo, O. Au, Lu Fang, K. Tang",2f797061b3249ac8ed03edc41d875ab52071014a,Data Hiding in Halftone Images by Dual Conjugate Error Diffusion,,2011,6,"In this paper, we propose a new halftone watermarking method named Data Hiding by Dual Conjugate Error Diffusion (DHDCED) based on Data Hiding by Conjugate Error Diffusion (DHCED). Unlike DHCED, The proposed method will embed a binary secret pattern into two or more error diffused halftone images by modifying each of them. When the two halftone images are overlaid, the secret pattern will be revealed. From the results we can observe that the proposed method not only improves the perceptibility of the embedded secret pattern but also improves the contrast of the revealed hidden pattern."
"J. I. Gonzalez, P. Thompson, Aishan Zhao, Z. Tu",def4eef954fd74baea65bbe58591f0e919ba0a7c,Modeling diffusion-weighted MRI as a spatially variant Gaussian mixture: Application to image denoising.,Medical Physics (Lancaster),2011,5,"PURPOSE
This work describes a spatially variant mixture model constrained by a Markov random field to model high angular resolution diffusion imaging (HARDI) data. Mixture models suit HARDI well because the attenuation by diffusion is inherently a mixture. The goal is to create a general model that can be used in different applications. This study focuses on image denoising and segmentation (primarily the former).


METHODS
HARDI signal attenuation data are used to train a Gaussian mixture model in which the mean vectors and covariance matrices are assumed to be independent of spatial locations, whereas the mixture weights are allowed to vary at different lattice positions. Spatial smoothness of the data is ensured by imposing a Markov random field prior on the mixture weights. The model is trained in an unsupervised fashion using the expectation maximization algorithm. The number of mixture components is determined using the minimum message length criterion from information theory. Once the model has been trained, it can be fitted to a noisy diffusion MRI volume by maximizing the posterior probability of the underlying noiseless data in a Bayesian framework, recovering a denoised version of the image. Moreover, the fitted probability maps of the mixture components can be used as features for posterior image segmentation.


RESULTS
The model-based denoising algorithm proposed here was compared on real data with three other approaches that are commonly used in the literature: Gaussian filtering, anisotropic diffusion, and Rician-adapted nonlocal means. The comparison shows that, at low signal-to-noise ratio, when these methods falter, our algorithm considerably outperforms them. When tractography is performed on the model-fitted data rather than on the noisy measurements, the quality of the output improves substantially. Finally, ventricle and caudate nucleus segmentation experiments also show the potential usefulness of the mixture probability maps for classification tasks.


CONCLUSIONS
The presented spatially variant mixture model for diffusion MRI provides excellent denoising results at low signal-to-noise ratios. This makes it possible to restore data acquired with a fast (i.e., noisy) pulse sequence to acceptable noise levels. This is the case in diffusion MRI, where a large number of diffusion-weighted volumes have to be acquired under clinical time constraints."
"Rhouma Rhouma, E. Solak, S. Belghith",8cd2a49ffae0d13190bb89e64235284318993ad3,Cryptanalysis of a new substitution–diffusion based image cipher,,2010,188,
M. Zwiers,46ecaa4e3ee26cd22c3c9973317b516baf31cd18,Patching cardiac and head motion artefacts in diffusion-weighted images,NeuroImage,2010,124,
"N. Toussaint, Maxime Sermesant, C. Stoeck, S. Kozerke, P. Batchelor",8ef549f320438ce0579ec8d0290d46c82f83f2be,In vivo Human 3D Cardiac Fibre Architecture: Reconstruction Using Curvilinear Interpolation of Diffusion Tensor Images,International Conference on Medical Image Computing and Computer-Assisted Intervention,2010,82,
"Juyong Zhang, Jianmin Zheng, Jianfei Cai",544e0a29b8d07979502067ceadd5e8980c4504ca,A diffusion approach to seeded image segmentation,2010 IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2010,78,"Seeded image segmentation is a popular type of supervised image segmentation in computer vision and image processing. Previous methods of seeded image segmentation treat the image as a weighted graph and minimize an energy function on the graph to produce a segmentation. In this paper, we propose to conduct the seeded image segmentation according to the result of a heat diffusion process in which the seeded pixels are considered to be the heat sources and the heat diffuses on the image starting from the sources. After the diffusion reaches a stable state, the image is segmented based on the pixel temperatures. It is also shown that our proposed framework includes the RandomWalk algorithm for image segmentation as a special case which diffuses only along the two coordinate axes. To better control diffusion, we propose to incorporate the attributes (such as the geometric structure) of the image into the diffusion process, yielding an anisotropic diffusion method for image segmentation. The experiments show that the proposed anisotropic diffusion method usually produces better segmentation results. In particular, when the method is tested using the groundtruth dataset of Microsoft Research Cambridge (MSRC), an error rate of 4.42% can be achieved, which is lower than the reported error rates of other state-of-the-art algorithms."
"U. Boscain, J. Duplaix, J. Gauthier, Francesco Rossi",5ded63b0f5c80f5778dd03e561e8532bcaf7db8c,Anthropomorphic Image Reconstruction via Hypoelliptic Diffusion,SIAM Journal of Control and Optimization,2010,54,"In this paper we study a model of geometry of vision due to Petitot, Citti, and Sarti. One of the main features of this model is that the primary visual cortex V1 lifts an image from $\mathbb{R}^2$ to the bundle of directions of the plane. Neurons are grouped into orientation columns, each of them corresponding to a point of this bundle. In this model a corrupted image is reconstructed by minimizing the energy necessary for the activation of the orientation columns corresponding to regions in which the image is corrupted. The minimization process intrinsically defines a hypoelliptic heat equation on the bundle of directions of the plane. In the original model, directions are considered both with and without orientation, giving rise, respectively, to a problem on the group of rototranslations of the plane $SE(2)$ or on the projective tangent bundle of the plane $PT\mathbb{R}^2$. We provide a mathematical proof of several important facts for this model. We first prove that the model is mathematically consis..."
"A. Roussos, P. Maragos",24c9da7a4c7e55d78142c7b175b6f08abee63ac8,Tensor-based image diffusions derived from generalizations of the Total Variation and Beltrami Functionals,2010 IEEE International Conference on Image Processing,2010,40,"We introduce a novel functional for vector-valued images that generalizes several variational methods, such as the Total Variation and Beltrami Functionals. This functional is based on the structure tensor that describes the geometry of image structures within the neighborhood of each point. We first generalize the Beltrami functional based on the image patches and using embeddings in high dimensional spaces. Proceeding to the most general form of the proposed functional, we prove that its minimization leads to a nonlinear anisotropic diffusion that is regularized, in the sense that its diffusion tensor contains convolutions with a kernel. Using this result we propose two novel diffusion methods, the Generalized Beltrami Flow and the Tensor Total Variation. These methods combine the advantages of the variational approaches with those of the tensor-based diffusion approaches."
"M. Trigo, J. Chen, V. Vishwanath, Y. Sheu, T. Graber, R. Henning, D. Reis",6247599e1be499b9999000fb207191c8d8c74653,Imaging nonequilibrium atomic vibrations with x-ray diffuse scattering.,"Physical review. B, Condensed matter and materials physics",2010,38,We use picosecond x-ray diffuse scattering to image the nonequilibrium vibrations in the lattice following ultrafast laser excitation. We present images of nonequilibrium phonons in InP and InSb throughout the Brillouin zone which remain out of equilibrium up to nanoseconds. The results are analyzed using a Born model that helps identify the phonon branches contributing to the observed features in the time-resolved diffuse scattering. In InP this analysis shows a delayed increase in the transverse-acoustic (TA) phonon population along high-symmetry directions accompanied by a decrease in the longitudinal-acoustic phonons. In InSb the increase in TA phonon population is less directional.
"V. B. Surya Prasath, Arindama Singh",40258af7501be43ce9aca81cb14df0b7edd430ae,Well-Posed Inhomogeneous Nonlinear Diffusion Scheme for Digital Image Denoising,Journal of Applied Mathematics,2010,34,"We study an inhomogeneous partial differential equation which includes a separate edge detection part to control smoothing in and around possible discontinuities, under the framework of 
anisotropic diffusion. By incorporating edges found at multiple scales 
via an adaptive edge detector-based indicator function, the proposed 
scheme removes noise while respecting salient boundaries. We create 
a smooth transition region around probable edges found and reduce 
the diffusion rate near it by a gradient-based diffusion coefficient. In 
contrast to the previous anisotropic diffusion schemes, we prove the 
well-posedness of our scheme in the space of bounded variation. The 
proposed scheme is general in the sense that it can be used with any 
of the existing diffusion equations. Numerical simulations on noisy 
images show the advantages of our scheme when compared to other 
related schemes."
"V. B. Surya Prasath, Arindama Singh",64ab863853f583590d035b087ffb14f3443ea6f9,Multispectral image denoising by well-posed anisotropic diffusion scheme with channel coupling,,2010,29,A novel way to denoise multispectral images is proposed via an anisotropic diffusion based partial differential equation (PDE). A coupling term is added to the divergence term and it facilitates the modelling of interchannel relations in multidimensional image data. A total variation function is used to model the intrachannel smoothing and gives a piecewise smooth result with edge preservation. The coupling term uses weights computed from different bands of the input image and balances the interchannel information in the diffusion process. It aligns edges from different channels and stops the diffusion transfer using the weights. Well-posedness of the PDE is proved in the space of bounded variation functions. Comparison with the previous approaches is provided to demonstrate the advantages of the proposed scheme. The simulation results show that the proposed scheme effectively removes noise and preserves the main features of multispectral image data by taking channel coupling into consideration.
"J. Andersson, S. Skare",e650ab3209c00227c4be78ac895a7f9f3e903e5d,Image Distortion and Its Correction in Diffusion MRI,,2010,26,
"Qing Xu, A. Anderson, J. Gore, Z. Ding",5f4e1d59005956404628ad67fb1c5ee1382057e3,Efficient anisotropic filtering of diffusion tensor images.,Magnetic Resonance Imaging,2010,14,
"P. Rodrigues, A. Jalba, P. Fillard, A. Vilanova, ter B.M. Haar Romenij",f223b76d9796b50fa167853c5c8858321eea2260,A multi-resolution watershed-based approach for the segmentation of diffusion tensor images,,2010,9,"The analysis and visualisation of Di usion Tensor Images (DTI) is still a challenge since it is multi-valued and exploratory in nature: tensors, ber tracts, bundles. This quickly leads to clutter problems in visualisation but also in analysis. In this paper, a new framework for the multi-resolution analysis of DTI is proposed. Based on fast and greedy watersheds operating on a multi-scale representation of a DTI image, a hierarchical depiction of a DTI image is determined conveying a global-to-local view of the brous structure of the analysed tissue. The multi-resolution watershed transform provides a coarse to ne partitioning of the data based on the (in)homogeneity of the gradient eld. With a transversal cross scale linking of the basins (regions), a hierarchical representation is established. This framework besides providing a novel hierarchical way to analyse DTI data, allows a simple and interactive segmentation tool where different bundles can be segmented at di erent resolutions. We present preliminary experimental results supporting the validity of the proposed method."
"K. Jacobs, D. Steck",8a9cf380516e7c9f2d93e499f744e8dd6408fe57,"Engineering quantum states, nonlinear measurements and anomalous diffusion by imaging",,2010,3,"We show that well-separated quantum superposition states, measurements of strongly nonlinear observables and quantum dynamics driven by anomalous diffusion can all be achieved for single atoms or molecules by imaging spontaneous photons that they emit via resonance florescence. To generate anomalous diffusion we introduce continuous measurements driven by Lévy processes and prove a number of results regarding their properties. In particular, we present strong evidence that the only stable Lévy density that can realize a strictly continuous measurement is the Gaussian."
"S. Olhede, Brandon Whitcher",76d960ebf17d5545f7d501997769290f16494def,Nonparametric tests of structure for high angular resolution diffusion imaging in Q-space,Annals of Applied Statistics,2010,1,"High angular resolution diffusion imaging data is the observed characteristic function for the local diffusion of water molecules in tissue. This data is used to infer structural information in brain imaging. Nonparametric scalar measures are proposed to summarize such data, and to locally characterize spatial features of the diffusion probability density function (PDF), relying on the geometry of the characteristic function. Summary statistics are defined so that their distributions are, to first-order, both independent of nuisance parameters and also analytically tractable. The dominant direction of the diffusion at a spatial location (voxel) is determined, and a new set of axes are introduced in Fourier space. Variation quantified in these axes determines the local spatial properties of the diffusion density. Nonparametric hypothesis tests for determining whether the diffusion is unimodal, isotropic or multi-modal are proposed. More subtle characteristics of white-matter microstructure, such as the degree of anisotropy of the PDF and symmetry compared with a variety of asymmetric PDF alternatives, may be ascertained directly in the Fourier domain without parametric assumptions on the form of the diffusion PDF. We simulate a set of diffusion processes and characterize their local properties using the newly introduced summaries. We show how complex white-matter structures across multiple voxels exhibit clear ellipsoidal and asymmetric structure in simulation, and assess the performance of the statistics in clinically-acquired magnetic resonance imaging data."
C.K.Bhat,29713cd4ead120ebd24cb1d0963eaca54335e1d8,Search for diffuse cosmic gamma-ray flux using Fractal and Wavelet analysis from Galactic region using single imaging Cerenkov telescopes,,2010,0,
"Vinod Patidar, N. K. Pareek, K. Sud",bfbb934dbe79b1af08aa12ee24c0f7c703c0379e,A new substitution–diffusion based image cipher using chaotic standard and logistic maps,,2009,373,
"I. Dryden, A. Koloydenko, Diwei Zhou",0a15503913d0c6d493a812033f98ef04da39b317,"Non-Euclidean statistics for covariance matrices, with applications to diffusion tensor imaging",,2009,342,"The statistical analysis of covariance matrices occurs in m any important applications, e.g. in diffusion tensor imaging or longitudinal data analysis. We consider the situation where it is of interest to estimate an average covariance matrix, describe its anisotropy and to carry out principal geodesic analysis of covariance matrices. In medical image analysis a particular type of covariance matrix arises in diffusion weighted imaging called a diffusion tensor. The diffusion tensor is a 3 × 3 covariance matrix which is estimated at each voxel in the brain, and is obtained by fittin g a physically-motivated model on measurements from the Fourier transform of the molecule displacement density (Basser et al., 1994). A strongly anisotropic diffusion tensor indicates a strong direction of white matter fibre tracts, and plots of measures of anisotropy are very useful t o neurologists. A measure that is very commonly used in diffusion tensor imaging is Fractional Anisotropy"
